u_id,감칠맛,걸쭉함,견과류_땅콩_잣향,고소함,곡물_옥수수_보리,기타_커피_캐러멜_토란,깔끔,꿀맛_당류,누룩,다양,단맛,독특,드라이,레몬_유자류_감귤류_자몽,매실류_파인애플,바나나_망고_멜론,바닐라_국화_매화_연꽃_유채꽃_꽃향,베리류_딸기,사과_배_감,스모키한,신맛,여운,열대과일,오디_복분자,오미자류,음료,인삼_생강강황_약재,자두_복숭아_체리,잔잔한,조화,진득,청_포도,청량,탄닌감,탄산,풀내음_나무_볏짚,허브_시트러스,화끈함
113,5,,,5,5,2.5,1.788339813,1.583333333,2.110457647,1.193522442,5,5,1.125,5,1.109120972,0.454545455,0.78030303,0.476754386,0.384702286,0.285087719,5,1.576535088,,,1.25,,0.454545455,0.833333333,5,5,1.349652313,1.151315789,1.379049541,,0.803101504,1.125,5,1.175937002
114,4,0.073170732,1,1,1,0.482758621,3,0.12195122,0.926240538,1,4,1.12098402,0.112699748,1,1.299233716,1,1,0.893694982,3,1,4,1,0.250841043,0.097560976,0.452481077,0.207317073,0.664634146,0.436378609,1,0.696495655,1,2,3,0.103448276,2,0.814465938,1,1.168634707
115,4.5,1.115084915,0.874098124,1.736535377,2.062222204,0.337337142,4.5,0.694078947,1.214198322,2.197619048,4.5,1.217728541,0.705102007,0.923717478,0.623303031,0.5993142,0.693503545,0.497110438,4.5,1.267412405,4.5,0.885127046,0.922971491,0.490575397,1.778874771,4.5,0.345551378,0.698282113,1.929579892,4.5,1.088805429,1.573317308,4.5,0.652525253,1.231542185,0.750858586,0.97069378,1.127915202
116,3.5,,,5,,,5,,,,,3.5,,,,,,,,,,,,,,,3.5,,3.5,,,,,,,,,
117,2.25,0.357142857,0.428571429,1.5,1.5,,2.625,0.714285714,1.125,0.375,3.375,2.625,0.833333333,1.125,2.25,0.357142857,0.833333333,1.125,0.952380952,1.25,2.25,1.125,0.357142857,,0.833333333,,1.125,0.5,2.625,0.595238095,0.80952381,,2.25,,0.952380952,0.357142857,0.428571429,0.875
118,5,0.719474969,0.426329966,1.252025635,0.808695398,0.874444444,5,1.444444444,0.957969391,1.248939782,5,5,0.384444444,0.841547049,0.55365056,0.468968254,0.543574481,0.425991771,0.550618095,0.589133089,5,0.749736975,0.475075957,0.278571429,1.100529101,0.511607301,0.285714286,0.555259068,5,5,0.791379564,5,5,0.327272727,0.992444865,0.413419913,0.425292485,1.012688882
119,,,,,,,,,,,4,,,,,,,,,,4,,,,,,,4,4,,,,,,,,4,
120,5,,,1.55625,1.411458333,0.1875,5,1.125,1.028125,1.354166667,5,5,0.71875,1.2625,0.869791667,0.932291667,,0.572916667,1.067708333,0.5,5,1.2703125,0.822916667,,5,,1.204166667,,5,1.247916667,1.276041667,0.1875,5,,1.227678571,0.71875,,0.989583333
121,2.25,0.11627907,0.49616416,1.25,1.25,0.236780427,3.5,0.307177271,1.125,0.864499921,4.625,1,1.25,0.51927083,0.5425765,0.34760442,0.274612403,0.635070984,0.465276483,0.18015802,2.25,0.791767234,0.25406131,0.264942159,1,0.330405141,0.330270301,0.370894477,3.5,0.785806723,0.765510134,0.41483692,3.5,0.279894514,1.125,1.25,0.322069289,0.521635699
122,5,0.37505191,0.40625,1.666666667,1.666666667,0.457066568,3.333333333,0.786370322,1.512639624,1.666666667,1.666666667,3.333333333,0.725705551,1.666666667,0.85978836,0.27679198,0.624369578,0.597606419,1.666666667,0.57317156,5,1.108737679,0.454047384,0.348004959,0.608396633,0.618859649,1.666666667,0.346539612,1.718841858,1.666666667,0.698539709,0.728784434,3.333333333,0.280737534,0.853286975,1.666666667,1.666666667,1.064520258
123,3.5,0.388888889,0.833333333,3.5,3.5,2.5,1.619882498,1.009259259,0.991702742,1.271031746,3.5,3.5,0.979166667,1.328282828,0.584415584,0.48015873,0.935714286,,0.984848485,0.5,2.224121212,0.719417989,,0.785714286,,1.25,0.777777778,,3.5,2.382271697,0.998821549,,0.891654642,,0.571428571,1,2.5,3.5
124,1,,,1,1,,1.25,,1,1.0625,4.625,1,,1,,,0.285714286,0.214285714,0.214285714,0.5,4.625,0.678571429,0.642857143,,,,,2.375,2.125,1.25,0.214285714,1.25,1.25,,0.669642857,,1.125,0.5
125,5,,,1.8125,1.333333333,,5,1.916666667,5,1.25,2.270833333,5,5,,,,,1.25,,,0.916666667,1.458333333,,,,,,,5,5,1.916666667,1.25,2.083333333,,1.25,0.75,,
126,5,,,,5,,5,,,,5,,,,5,,,5,,,,,,,,,,,5,,,,5,,,,,
127,5,,,,2,,5,5,,,5,,,5,2,,,2,,,5,5,,,,,,,5,,,,5,,,,,5
128,2.916666667,0.10515873,0.403439153,2.916666667,0.833333333,0.666666667,2.75,0.253703704,2.333333333,0.583333333,3.833333333,1.666666667,0.423941799,1.666666667,0.833333333,0.245436508,0.138888889,0.517636684,0.583333333,0.263227513,3.75,0.833333333,0.444444444,0.25,0.214285714,0.25,0.623897707,0.458333333,1.666666667,1.25,1.333333333,0.402116402,2.75,,0.642460317,0.314814815,0.625,0.625
129,,,,2.5,2.5,,2.5,,,2.5,2.5,2.5,,,,,,,,,,,,,,,,,5,,,,,,,,,
130,1.711607143,,,,1.445238095,,1.5,,0.714285714,1.047619048,3,1.5,,,1.5,,,1.366369048,0.666666667,0.666666667,1.5,0.69047619,,0.732142857,0.714285714,,,1.666666667,1.5,1.19047619,0.666666667,,1.53452381,0.714285714,1.428571429,,,0.732142857
131,1.125,,,1.067460317,1.162698413,,1.125,,1.047619048,1.125,4.75,0.984126984,,1.125,1.333333333,,0.5,0.44047619,0.69047619,0.607142857,4.75,0.678571429,0.678571429,,,,,2.375,3.5,1.25,1.007936508,2.375,1.125,,1.125,,2.375,0.607142857
132,4.666666667,,,4.666666667,1.666666667,,4.666666667,,3.333333333,1,1.666666667,3,,1.666666667,,,,,1,,3.333333333,1.666666667,,,,,3,,3,,,,3.333333333,,,,,
133,2.5,,,,2.5,,2.5,,,,5,2.5,,,5,,,2.5,,,2.5,,,,,,,,2.5,,,,2.5,,,,,
134,5,1.25,,5,5,,5,1.333333333,1.291666667,1.565972222,5,1.944444444,1.3125,0.875,2.5,,,1.572916667,0.5625,0.5625,1.591666667,1.125,,1.763888889,,,,0.958333333,2.5,,1.458333333,,5,,,1.270833333,,5
135,2.222222222,0.625,,1.96875,5,,2.103174603,1.0625,5,,5,1.421626984,,1.972222222,0.892857143,,,1.285714286,2.5,,5,5,,0.625,,,,,5,,0.625,,2.095238095,0.625,1.208333333,,,5
136,,,,,,,,,,,4,,,,,,,,,,4,,,,,,,4,4,,,,,,,,4,
137,3.05,0.175,0.316353748,1.6875,2.1125,0.1,2.7375,0.188661214,0.9,0.4375,4.175,1.0875,0.125,0.375,0.95,0.32391514,0.05,0.575,0.7,0.2,1.25,0.525,0.500616242,0.193203708,0.1,0.204408071,0.308943019,0.204166422,3.0875,0.85,0.675,0.255161009,1.7,0.193431812,1.275,0.25,0.3685144,0.6
138,2,0.152173913,2,2,1.805555556,0.6375,1.047028986,2.5,1.626449275,2.5,4.5,0.961956522,0.130434783,,0.173913043,2.5,,0.733695652,0.741304348,0.465217391,2,0.875,2.5,,1.875,,,,4.5,1.240724638,2.5,0.690217391,2,0.130434783,1.773043478,0.377717391,,2
139,4.166666667,0.211927833,0.493970715,0.833333333,0.833333333,0.304919499,4.166666667,0.833333333,0.833333333,0.695151458,5,1.666666667,0.461485052,1.666666667,1.666666667,0.315105048,0.544365695,0.833333333,0.833333333,1.666666667,2.5,1.666666667,0.390851421,0.424908425,0.378724539,0.470119339,0.466125948,0.833333333,2.5,0.927967373,0.833333333,0.651632435,3.333333333,0.461161388,0.858392828,0.379021865,0.428914166,0.833333333
140,3.441176471,0.183014111,0.205882353,1.911764706,1.323529412,0.338898537,2.882352941,0.588235294,0.882352941,1.705882353,4.029411765,0.823529412,0.588235294,1.176470588,0.534664794,0.312835086,0.294117647,0.383023725,0.422271281,0.302620893,2.941176471,1.176470588,0.335298714,0.175138427,0.294117647,0.273399275,0.588235294,0.291345656,3.382352941,2.058823529,1.088235294,0.588235294,2.941176471,0.288314057,0.294117647,0.294117647,0.294117647,0.794117647
141,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,
142,5,,,1,1.15,1,1.875,1.25,1.333333333,5,5,1.916666667,,5,2.25,1.25,2.5,1.5,1.233333333,0.8,5,1.65,5,,1.333333333,5,,1.875,1.875,1.875,1.091666667,1.125,5,,5,0.8,1,1.025
143,2.272727273,0.454545455,0.227272727,1.590909091,1.363636364,0.227272727,1.818181818,0.15151326,1.363636364,1.136363636,4.5,1.136363636,0.227272727,0.681818182,0.446283695,0.681818182,0.227272727,0.227272727,0.454545455,0.175161016,3.136363636,0.681818182,0.227272727,0.174341625,0.227272727,0.227272727,0.283441554,0.181818182,2.909090909,1.590909091,0.454545455,0.681818182,1.818181818,0.454545455,0.681818182,0.227272727,0.409090909,0.454545455
144,4,,,,2.5,4,2.138888889,,,,4,3.722222222,2.25,,2.083333333,,,2.5,,2.375,1.958333333,4,,,4,,,,4,4,1.958333333,,2.138888889,,,,,4.75
145,5,,,,2,,5,5,,,5,,,5,2,,,2,,,5,5,,,,,,,5,,,,5,,,,,5
146,5,,,5,5,,5,,,,5,,,,,,,,,,,2.5,,,,,,,5,,,5,,,,,,
147,3.076923077,0.232121254,0.384615385,1.923076923,0.384615385,0.384615385,2.307692308,0.375214497,0.384615385,1.153846154,3.846153846,1.153846154,0.384615385,0.769230769,0.497944291,0.769230769,0.769230769,0.384615385,0.769230769,0.336162384,3.461538462,1.538461538,0.384615385,0.255370535,0.337067922,0.318929768,0.326138892,0.769230769,3.076923077,1.153846154,0.698067289,1.153846154,2.307692308,0.286379527,1.153846154,0.384615385,1.153846154,1.538461538
148,4,0.201190476,1,2,4,0.417077922,2,0.369164128,1,1,5,1,0.5625,1,2,0.355692119,0.104545455,1,0.445844156,0.201948052,3,1,0.510512859,0.210238218,0.244372294,0.204408071,0.40447151,0.204166422,4,0.782235622,2,0.20518354,2,0.193431812,0.636317254,0.44724026,0.408552419,1
149,2.5,0.222013899,0.331064491,1.25,1.077175911,1.25,1.25,1.25,1.042752733,1.25,5,1.25,0.37031672,1.25,0.556540284,0.484910645,0.424286824,0.437721802,0.33299736,0.354665011,3.75,1.25,0.433762071,0.328422572,0.370659339,0.50271224,0.373839166,1.25,2.5,1.25,0.616329373,1.25,1.25,0.398490145,0.632728845,0.301330614,1.25,2.5
150,5,,,2.628645833,1.647916667,0.1875,5,1.125,5,1.243055556,3.666666667,5,0.71875,1.455952381,0.869791667,0.932291667,,0.572916667,1.033854167,0.5,5,1.492881944,0.822916667,,3.791666667,,1.633333333,,5,1.549166667,1.276041667,0.958333333,5,,1.541071429,0.71875,5,0.989583333
151,2.222222222,0.625,,1.96875,5,,2.103174603,1.0625,5,,5,1.421626984,,1.972222222,0.892857143,,,1.285714286,2.5,,5,5,,0.625,,,,,5,,0.625,,2.095238095,0.625,1.208333333,,,5
152,3.333333333,0.214285714,0.392857143,1.666666667,1.666666667,0.651785714,1.666666667,0.714285714,1.666666667,0.682142857,5,3.333333333,0.833333333,1.666666667,1.666666667,0.333333333,0.722222222,1.666666667,0.662698413,0.714285714,3.333333333,0.86078869,0.321428571,1.666666667,0.505952381,,1.125,0.5,1.666666667,0.753720238,1.001984127,0.178571429,1.666666667,,0.674603175,0.595238095,0.62202381,1.666666667
153,5,,,5,5,,,,5,,5,,,5,,,,,,,5,,,,,,,,5,,,,,,,,,
154,4.5,,,,4.5,,4.5,,,,4.5,,,,4.5,,,4.5,,,,,,,,,,,4.5,,,,4.5,,,,,
155,1.5,,,,1.5,,1.5,,,,4,2.5,,,4,,,1.5,,,2.5,,,,,,,,1.5,,,,1.5,,,,,
156,3.625,0.261737111,0.3385218,1.209821429,2.375,0.239214371,3.625,0.87797619,1.25,0.82982548,4.875,2.375,0.524223866,1.292517007,2.5,0.359920891,0.652500615,1.25,1.25,1.007936508,2.375,1.25,0.345821815,0.62973138,0.567122072,0.392679009,1.125,0.682539683,2.5,0.769164319,0.867984694,0.453193863,2.5,0.461161388,0.710441962,0.334308178,0.414986897,1.25
157,5,,,1,1.15,1,1.875,1.25,1.333333333,5,5,1.916666667,,5,2.25,1.25,2.5,1.5,1.233333333,0.8,5,1.65,5,,1.333333333,5,,1.875,1.875,1.875,1.091666667,1.125,5,,5,0.8,1,1.025
158,1.531593407,0.606544926,0.649750712,1.209334319,0.937159137,0.861778846,2.5,0.864541907,2.5,0.65910082,5,0.792843788,0.475673247,0.639656907,0.703992051,0.881032345,0.502747253,0.603660161,0.64156357,0.495299145,2.5,0.872771673,0.542375668,2.5,0.421652422,0.135960747,0.192307692,1.388319088,1.502590035,1.105544109,0.946219418,0.795344933,2.5,2.5,2.5,0.386054725,0.624210165,0.567886396
159,,,,1.666666667,1.666666667,,1.666666667,,2.5,4.5,4.5,1.666666667,,,,4.5,,,,,,,4.5,,,,,,4.5,,4.5,,,,2.5,,,
160,2.5,,,2.5,2.5,,,,2.5,,3.5,1,,2.5,1,,,,,,3.5,,,,,,,,2.5,,,,,,,,,
161,5,,,,2,,5,5,,,5,,,5,2,,,2,,,5,5,,,,,,,5,,,,5,,,,,5
162,4.833333333,0.205360592,0.269170847,1.5,1.5,0.345540433,4.833333333,1.666666667,0.94709429,1.666666667,4.833333333,3.166666667,0.415967472,1.666666667,0.538972311,0.286148905,0.421439894,0.54459587,0.488429559,0.421318708,3.333333333,1.666666667,0.538156088,0.293784607,1.666666667,0.201357079,0.842682073,0.183493956,3.333333333,1.666666667,1.5,0.435587258,3.333333333,0.288314057,1.666666667,0.350447259,0.387682851,3.166666667
163,2,,,1.375,2.0625,,1.0625,0.714285714,0.9375,0.5,3.6875,2.0625,0.833333333,1.375,1.8125,0.5,0.5,0.625,0.5,,3.5625,0.9375,,,0.833333333,,,0.5,2.5,0.4375,0.891666667,,1.0625,,0.619444444,,0.9375,0.5
164,2.222222222,0.625,,1.96875,5,,2.103174603,1.0625,5,,5,1.421626984,,1.972222222,0.892857143,,,1.285714286,2.5,,5,5,,0.625,,,,,5,,0.625,,2.095238095,0.625,1.208333333,,,5
165,5,,,,,,,,,,5,,,,,2.5,,,5,5,,,,,,,,,5,5,5,,,,2.5,,,5
166,5,,,5,5,,,,5,,5,,,5,,,,,,,5,,,,,,,,5,,,,,,,,,
167,5,0.11627907,0.49616416,1.55625,1.411458333,0.199820107,5,0.961435454,1.028125,1.292958323,5,5,0.71875,1.156324404,0.804348633,0.815354217,0.274612403,0.58534753,0.947221963,0.420039505,5,1.201948891,0.709145595,0.264942159,5,0.330405141,1.058517272,0.370894477,5,1.190152924,1.17393536,0.24433423,5,0.279894514,1.227678571,0.71875,0.322069289,0.911592061
168,2,0.309954751,0.305944056,2.25,1.25,1.029065221,4.375,0.306113739,1,1,2.375,1,1,0.534139472,0.429341492,0.296875,0.217041741,0.503787879,1,0.749016608,1,1.25,0.397058824,0.165719697,0.309954751,,0.276080945,0.769230769,2.25,2,2.375,0.733682984,2.125,,0.258101947,0.492132867,0.442307692,0.958817775
169,5,,,5,5,,5,,,,5,,,,,,,,,,,2.5,,,,,,,5,,,5,,,,,,
170,4.75,1.25,1,1.570833333,2.5,,4.75,0.6875,1.0625,2.25,4.75,1.154166667,,1.091666667,2.5,,0.9,2.5,2.25,2.25,1.083333333,1.5625,,0.729166667,0.9,,1.283333333,1.097222222,2.5,0.729166667,1.113095238,1,2.5,,0.916666667,2.25,1.9,2.25
171,3.5,0.235294118,,2,2.161764706,1.117647059,3.5,2,3.5,1.198529412,2,1.5,1.5,,,,0.294117647,1.25,0.235294118,,2.161764706,1.036764706,0.294117647,,0.235294118,,0.235294118,2.5,1.5,1.5,2,1.875,2.441176471,,0.742647059,,,0.705882353
172,5,0.625,,1.8515625,1.6875,,5,0.90625,2.5,1.5,5,1.6640625,,1.111111111,1.013888889,,,1.208333333,2.5,2.5,2.027777778,5,,0.625,,,1.666666667,0.833333333,2.5,,2.5,,5,0.625,1.145833333,1.208333333,,2.5
173,3.833333333,0.468514329,0.433523267,0.75,1.111111111,0.821047009,2.25,1.583333333,3.166666667,0.833333333,4.666666667,1.046296296,0.944721431,0.455526893,0.909124524,0.488056533,0.370192308,0.593647003,0.666666667,0.555555556,3.916666667,1.111111111,0.437883358,0.607877719,0.555555556,0.117402659,0.192307692,0.833333333,1.203703704,2.416666667,0.75,0.666666667,1.5,,3.083333333,1.034291904,0.384615385,0.833333333
174,5,,,5,5,,5,,,,5,5,,,,,,,,,,,,,,,,,,,5,,,,,,,5
175,5,0.216140642,0.713178295,1.932936508,1.577380952,0.225223614,5,1.75,1.432539683,1.748809524,5,5,0.30546761,0.714285714,1.56547619,0.23618566,0.69948505,5,1.085378087,1.666666667,1.561011905,1.666666667,0.32279298,5,0.227719156,0.315238678,1.108884088,1.75,1.852678571,0.833183064,1.666666667,0.520449155,5,0.461161388,0.761343015,1.635029332,0.387475098,5
176,1.127380952,,1.333333333,0.678571429,1,,3.333333333,,0.785714286,1.0625,5,0.944444444,,1.666666667,0.833333333,,0.285714286,0.214285714,0.587301587,0.583333333,5,0.595238095,0.464285714,,,,,3.333333333,1.666666667,1.666666667,0.392857143,3.333333333,3.333333333,,0.739087302,,1.666666667,0.5
177,5,,,1,1.15,1,1.875,1.25,1.333333333,5,5,1.916666667,,5,2.25,1.25,2.5,1.5,1.233333333,0.8,5,1.65,5,,1.333333333,5,,1.875,1.875,1.875,1.091666667,1.125,5,,5,0.8,1,1.025
178,2.222222222,0.625,,1.96875,5,,2.103174603,1.0625,5,,5,1.421626984,,1.972222222,0.892857143,,,1.285714286,2.5,,5,5,,0.625,,,,,5,,0.625,,2.095238095,0.625,1.208333333,,,5
179,,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,4,,4,,,,,,
180,5,0.3125,0.269886364,3.333333333,3.333333333,0.261570685,5,0.314493661,1.666666667,1.666666667,5,1.666666667,1.666666667,0.515954185,1.666666667,0.529028075,1.666666667,0.764848485,1.666666667,0.45503108,1.666666667,1.666666667,0.697409684,0.238008086,0.20908682,0.403289474,1.666666667,0.344242015,5,1.666666667,0.92926475,0.326942885,5,0.403335533,0.571302759,3.333333333,1.25,1.666666667
181,,,,,,,,,4.5,,4.5,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,
182,5,,,1.666666667,1.5,1,1.722222222,,1.25,5,5,2.083333333,,1.5,,,,5,1.666666667,,5,5,5,,,,,,2.583333333,1.444444444,1,5,1.333333333,5,5,,1.666666667,2.5
183,1.904113248,0.346153846,1,3,1.158831909,0.711538462,3,0.833333333,3,1.291666667,3,1.492063492,0.391025641,1.173076923,0.173076923,0.38034188,,,0.405982906,,2.232905983,3,0.594017094,0.5,2.5,,0.192307692,,3,3,1.318376068,0.192307692,1.764957265,,3,,,0.844444444
184,5,,,2.416666667,2.416666667,,5,,2.5,2.25,5,2.375,,2.5,,,,,,2.375,2.375,2.375,,,,,,,2.833333333,2.5,5,5,2.625,,2.5,,,2.5
185,,,,4.5,4.5,,4.5,,,4.5,,4.5,,,,,,,,,,,,,,,,,4.5,,,,,,,,,
186,4.333333333,0.656171443,0.501650613,1.307757388,1.666666667,0.761257839,3,1.583333333,4.333333333,1.333333333,4.333333333,1.461640212,1.666666667,0.634695708,0.858597063,0.655748004,0.376238345,0.491271815,0.8125,0.614478114,4.333333333,1.333333333,1.333333333,0.585188859,0.656955891,0.268491539,0.453296703,0.833333333,1.666666667,4.333333333,1.062380952,0.542467949,1.666666667,,1.333333333,0.857057825,0.794871795,0.589590965
187,1.9,0.340625,0.345982143,1.257142857,1.257490079,0.17827381,1.9,1,1.031221655,1,4.8,1.9,0.339285714,0.633705357,1,1,0.319593254,1.8,0.9,0.46901455,1.9,0.9,1.9,0.9,0.9,0.15625,,1,2.8,0.9,1.9,0.485853175,1.495304233,,0.9,0.334821429,0.956388889,1.9
188,5,,,0.971794872,5,,5,0.384615385,0.779487179,5,5,0.761538462,,0.739316239,1.666666667,,,0.9,1.169230769,1.185897436,5,5,1.666666667,,1,0.9,,0.769230769,5,0.642307692,5,0.834615385,5,0.9,0.608974359,0.834615385,,1.153846154
189,5,0.497354497,0.763888889,5,2.5,2.5,1.727079861,1.013227513,1.266726106,2.5,5,5,0.997685185,2.5,0.689356662,0.54011544,0.887489177,0.476754386,0.702236178,0.44627193,2.5,0.863538534,,0.714285714,1.25,0.910714286,0.67003367,0.833333333,2.5,2.5,1.215341718,1.825657895,1.043253487,,0.617763158,0.885416667,2.5,2.5
190,2.25,2.25,1.428571429,2.25,4.5,0.952380952,4.5,0.714285714,1.839285714,2.25,2.25,2.25,1,0.642857143,1.339285714,0.880952381,,1.279761905,2.25,,2.25,0.607142857,0.821428571,,0.357142857,0.714285714,1.19047619,,4.5,1.552380952,2.25,,2.25,,2.25,0.857142857,0.642857143,1.428571429
191,1.5,1.5,0.906593407,2,3.5,1.05006105,3.5,0.714285714,1.304258242,2,1.5,2,1,1.042582418,1.410141941,0.94047619,,1.732142857,1.5,1.442307692,1.5,1.061126374,0.821428571,,0.370879121,0.714285714,0.763125763,,3.5,1.373870574,1.5,,1.5,,1.5,0.739010989,0.556776557,1.208791209
192,5,,,5,,5,5,,5,,5,,,,,,,,,,5,,,,,,,,,5,5,,5,,,,,
193,2.535714286,0.121840613,0.535714286,1.821428571,1.678571429,0.210031372,3.571428571,0.213302011,0.714285714,0.357142857,4.178571429,1.25,0.435492736,0.491191454,0.560380886,0.292054533,0.166508104,0.678571429,0.517841569,0.216524901,2.178571429,0.214285714,0.318720414,0.207985591,0.348646147,0.244549141,0.301181966,0.357142857,3,0.642857143,0.964285714,0.357142857,3.035714286,0.214487377,0.678571429,0.892857143,0.344256018,1.071428571
194,4.5,0.249427833,0.26630529,2.125,2.375,0.596513254,4.5,1,2.125,0.693873878,4.5,1.125,0.449743597,1.125,2.375,0.262030933,0.360348586,2.375,0.472081066,0.552670663,1.125,1.125,0.365974669,0.315741819,0.322314404,0.259823374,0.538996885,0.418715598,3.5,0.941699077,1,0.457305804,3.5,0.394228994,0.699575488,0.30713342,0.360242796,0.728850211
195,3,,,3,,3,3,,3,,3,,,,,,,,,,3,,,,,,,,,3,3,,3,,,,,
196,1.666666667,0.523796708,0.249142136,1.666666667,1.666666667,0.55561029,1.666666667,0.27131977,0.90788678,1.666666667,3.333333333,1.666666667,0.112170202,1.666666667,0.532252326,0.416076628,0.314272809,0.37265843,1.666666667,0.540674186,1.666666667,0.762784334,0.523335903,0.237980095,0.345610807,0.460801394,0.447095398,0.382981653,1.666666667,0.916219404,1.666666667,1.666666667,1.584520439,0.172413793,1.666666667,0.651033135,1.666666667,1.666666667
197,1.875,,,1.875,1.875,1,1.25,0.714285714,1.25,1.25,5,3.75,0.833333333,0.625,2.5,0.5,0.555555556,0.668154762,0.5,,3.125,1.25,,,0.833333333,,,0.5,1.875,1.25,0.86875,,1.25,,0.625,,0.71875,0.666666667
198,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,
199,2.25,0.464912281,0.535714286,2.25,2.25,0.207706767,1.850093985,0.535714286,2.25,0.712823726,4.75,2.5,0.357142857,2.25,0.488721805,0.441729323,,2.5,2.5,1.5,4.75,2.5,2.5,0.178571429,2.5,,,0.55952381,4.75,2.5,2.5,0.422619048,1.747650376,,2.5,0.220864662,0.756578947,0.854010025
200,5,0.235294118,,5,2.109477124,1.117647059,5,5,5,1.198529412,5,2.166666667,2,,,,0.294117647,1.25,0.235294118,,2.330882353,2.18504902,0.294117647,,0.235294118,,0.235294118,2.5,2.458333333,2.166666667,5,2.1875,2.470588235,,1.621323529,,,0.705882353
201,1.666666667,0.138888889,0.138888889,1.666666667,1.666666667,0.76984127,1.666666667,0.111111111,1.666666667,0.965277778,4.166666667,1.017361111,0.111111111,1.666666667,0.927910053,0.138888889,0.212301587,0.643849206,0.369047619,0.417989418,4.166666667,1.016369048,0.658730159,,0.25,,0.25,1.666666667,1.666666667,0.833333333,0.721230159,0.833333333,1.666666667,,0.799007937,0.138888889,1.244791667,0.767857143
202,5,,,,,,,,,,5,,,,,2.5,,,5,5,,,,,,,,,5,5,5,,,,2.5,,,5
203,4,0.656171443,0.343417899,1.6837737,1.840828924,0.88062892,4,1.038580247,4,4,4,1.698500882,1.290895062,0.825704574,0.491026927,0.574787582,0.376238345,0.3382285,1.135030864,0.585016835,4,4,4,0.354322825,0.822305106,0.165109967,0.976648352,1.034567901,1.954585538,4,1.391164021,0.575884378,1.621707819,,1.555555556,0.737170888,0.931623932,0.920810157
204,2.031746032,1.25,,2.5,2.5,0.321428571,2.5,0.357142857,2.5,2.5,2.5,2.5,1.666666667,,0.285714286,0.357142857,,0.928571429,0.321428571,0.357142857,1.910714286,0.964285714,0.357142857,,,,,0.357142857,2.5,0.321428571,1.142857143,0.321428571,1.494047619,,2.5,1.666666667,,0.357142857
205,3.333333333,0.392857143,0.303571429,3.333333333,3.333333333,1.666666667,3.333333333,0.392857143,1.666666667,3.333333333,5,5,,0.879464286,0.730612245,0.353571429,0.714285714,0.475,0.611428571,0.328571429,3.333333333,0.736904762,0.321428571,0.482142857,0.289285714,0.410714286,0.4,1.666666667,1.666666667,1.666666667,3.333333333,1.666666667,1.666666667,,0.66547619,0.25,1,1.666666667
206,5,0.206058983,0.279007844,2.5,2.5,0.324223142,2.5,2.5,2.5,0.741171741,5,0.900741793,0.454713158,1.189482323,2.5,0.321229619,2.5,1.283847713,0.438658637,0.314193531,2.5,1.011900253,0.36708855,0.2534834,0.208054441,0.267183666,0.36312134,0.285920962,5,0.692555907,0.98459596,0.408717902,2.5,0.29262186,0.635164517,0.588032047,0.371886645,0.798926654
207,5,,,5,5,,,,5,,5,,,5,,,,,,,5,,,,,,,,5,,,,,,,,,
208,2,0.359684198,0.781651127,2,1.956793978,4,1.445415972,2,1.15473942,2,4,2,1.092000476,1.875,0.622948473,0.512513043,1.020592001,0.457238094,0.517616769,0.400468471,2.6,2,0.433762071,0.521354143,0.810329669,2,0.521936418,1.041666667,2,2.083333333,1.207917773,1.858552632,1.308650697,0.398490145,1.250164001,0.92168682,1.875,2
209,2.5,0.100210511,0.467275347,2.5,1.25,1.25,2.25,0.282318149,2.5,0.821132162,4.5,1,0.432864993,1.25,0.698834628,0.281583568,0.138888889,1,0.510764062,0.279143545,3.5,0.720899874,0.475167303,0.207317073,0.398083624,0.207317073,0.484884071,0.582825203,2.25,1.25,1.25,0.53291669,2.25,0.12195122,1,0.419113219,0.587228997,0.796457607
210,2,0.3,0.375,2,1.15,1.110416667,2,2,2,2.5,4.5,1.666666667,,,,2.5,,,0.55,0.8,1.3625,0.333333333,2.5,,,,,,2.5,1.8,4.5,,1.581666667,,1.353333333,0.625,,0.7125
211,2,0.676847662,,1,2,0.608974359,2,0.394335512,2.5,0.640522876,4.5,1,0.335470085,0.390271493,1,0.674459527,,1,0.694601559,,1.461957433,0.718409586,0.414278532,0.388888889,0.294117647,,0.192307692,,1,1.199220714,1,0.24321267,1,,2.5,1.055555556,,1
212,2.222222222,0.277777778,0.333333333,1.083333333,1.638888889,0.333333333,2.138888889,0.15151326,1.194444444,0.527777778,4.166666667,1.638888889,0.212014506,0.555555556,0.277777778,0.333333333,0.292986042,0.351290862,0.277777778,0.177839588,2.25,0.805555556,0.333333333,0.174341625,0.277777778,0.193719374,0.555555556,0.555555556,2.527777778,1.111111111,0.833333333,0.5,1.305555556,0.223193936,1.361111111,0.327909676,0.555555556,0.277777778
